country,date,cases,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19
Spain,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-06,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-07,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-08,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-09,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-10,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Spain,2020-02-11,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Spain,2020-02-12,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Spain,2020-02-13,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Spain,2020-02-14,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Spain,2020-02-15,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0
Spain,2020-02-16,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0
Spain,2020-02-17,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0
Spain,2020-02-18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0
Spain,2020-02-19,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0
Spain,2020-02-20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
Spain,2020-02-21,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
Spain,2020-02-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
Spain,2020-02-23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
Spain,2020-02-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
Spain,2020-02-25,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
Spain,2020-02-26,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Spain,2020-02-27,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Spain,2020-02-28,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-02-29,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-01,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-02,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-03,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-04,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-05,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2,2
Spain,2020-03-06,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2,2
Spain,2020-03-07,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2,2
Spain,2020-03-08,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2,2
Spain,2020-03-09,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2,2
Spain,2020-03-10,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2,2
Spain,2020-03-11,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2,2
Spain,2020-03-12,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2,2
Spain,2020-03-13,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2,2
Spain,2020-03-14,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6,2
Spain,2020-03-15,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13,6
Spain,2020-03-16,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15,13
Spain,2020-03-17,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32,15
Spain,2020-03-18,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45,32
Spain,2020-03-19,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84,45
Spain,2020-03-20,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120,84
Spain,2020-03-21,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165,120
Spain,2020-03-22,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222,165
Spain,2020-03-23,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259,222
Spain,2020-03-24,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400,259
Spain,2020-03-25,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500,400
Spain,2020-03-26,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673,500
Spain,2020-03-27,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073,673
Spain,2020-03-28,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695,1073
Spain,2020-03-29,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277,1695
Spain,2020-03-30,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277,2277
Spain,2020-03-31,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232,2277
Spain,2020-04-01,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391,5232
Spain,2020-04-02,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798,6391
Spain,2020-04-03,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942,7798
Spain,2020-04-04,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748,9942
Spain,2020-04-05,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910,11748
Spain,2020-04-06,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963,13910
Spain,2020-04-07,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410,17963
Spain,2020-04-08,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374,20410
Spain,2020-04-09,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768,25374
Spain,2020-04-10,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136,28768
Spain,2020-04-11,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885,35136
Spain,2020-04-12,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515,39885
Spain,2020-04-13,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786,49515
Spain,2020-04-14,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719,57786
Spain,2020-04-15,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235,65719
Spain,2020-04-16,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110,73235
Spain,2020-04-17,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956,80110
Spain,2020-04-18,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923,87956
Spain,2020-04-19,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118,95923
Spain,2020-04-20,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065,104118
Spain,2020-04-21,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199,112065
Spain,2020-04-22,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168,119199
Spain,2020-04-23,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646,126168
Spain,2020-04-24,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675,131646
Spain,2020-04-25,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942,136675
Spain,2020-04-26,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220,141942
Spain,2020-04-27,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222,148220
Spain,2020-04-28,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273,153222
Spain,2020-04-29,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027,158273
Spain,2020-04-30,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831,163027
Spain,2020-05-01,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099,166831
Spain,2020-05-02,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541,170099
Spain,2020-05-03,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644,172541
Spain,2020-05-04,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948,177644
Spain,2020-05-05,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839,184948
Spain,2020-05-06,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726,190839
Spain,2020-05-07,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674,191726
Spain,2020-05-08,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210,198674
Spain,2020-05-09,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178,200210
Spain,2020-05-10,224350,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389,204178
Spain,2020-05-11,227436,224350,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024,208389
Spain,2020-05-12,228030,227436,224350,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990,213024
Spain,2020-05-13,228691,228030,227436,224350,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905,202990
Spain,2020-05-14,229540,228691,228030,227436,224350,223578,222857,221447,220325,219329,218011,217466,216582,215216,213435,212917,210773,209465,207634,205905
France,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-26,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-27,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-28,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-29,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-30,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-01-31,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
France,2020-02-01,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0
France,2020-02-02,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0
France,2020-02-03,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0
France,2020-02-04,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0
France,2020-02-05,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0,0
France,2020-02-06,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0,0
France,2020-02-07,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0,0
France,2020-02-08,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0,0
France,2020-02-09,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0,0
France,2020-02-10,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0,0
France,2020-02-11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2,0
France,2020-02-12,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3,2
France,2020-02-13,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3,3
France,2020-02-14,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3,3
France,2020-02-15,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4,3
France,2020-02-16,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5,4
France,2020-02-17,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5,5
France,2020-02-18,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,5
France,2020-02-19,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5
France,2020-02-20,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6
France,2020-02-21,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6,6
France,2020-02-22,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6,6
France,2020-02-23,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6,6
France,2020-02-24,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6,6
France,2020-02-25,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6,6
France,2020-02-26,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,6
France,2020-02-27,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11
France,2020-02-28,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11
France,2020-02-29,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11
France,2020-03-01,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11
France,2020-03-02,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11,11
France,2020-03-03,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11,11
France,2020-03-04,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12,11
France,2020-03-05,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12,12
France,2020-03-06,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12,12
France,2020-03-07,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12,12
France,2020-03-08,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12,12
France,2020-03-09,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12,12
France,2020-03-10,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12,12
France,2020-03-11,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12,12
France,2020-03-12,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12,12
France,2020-03-13,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12,12
France,2020-03-14,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14,12
France,2020-03-15,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18,14
France,2020-03-16,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38,18
France,2020-03-17,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57,38
France,2020-03-18,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100,57
France,2020-03-19,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130,100
France,2020-03-20,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191,130
France,2020-03-21,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204,191
France,2020-03-22,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288,204
France,2020-03-23,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380,288
France,2020-03-24,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656,380
France,2020-03-25,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959,656
France,2020-03-26,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136,959
France,2020-03-27,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219,1136
France,2020-03-28,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794,1219
France,2020-03-29,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293,1794
France,2020-03-30,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293,2293
France,2020-03-31,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681,2293
France,2020-04-01,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496,3681
France,2020-04-02,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532,4496
France,2020-04-03,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683,4532
France,2020-04-04,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715,6683
France,2020-04-05,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124,7715
France,2020-04-06,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970,9124
France,2020-04-07,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758,10970
France,2020-04-08,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463,12758
France,2020-04-09,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243,14463
France,2020-04-10,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123,16243
France,2020-04-11,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622,20123
France,2020-04-12,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600,22622
France,2020-04-13,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551,25600
France,2020-04-14,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402,29551
France,2020-04-15,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105,33402
France,2020-04-16,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708,38105
France,2020-04-17,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170,40708
France,2020-04-18,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827,45170
France,2020-04-19,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749,52827
France,2020-04-20,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929,57749
France,2020-04-21,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202,59929
France,2020-04-22,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500,65202
France,2020-04-23,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412,69500
France,2020-04-24,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343,71412
France,2020-04-25,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163,75343
France,2020-04-26,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057,79163
France,2020-04-27,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366,83057
France,2020-04-28,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738,87366
France,2020-04-29,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863,91738
France,2020-04-30,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712,94863
France,2020-05-01,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394,121712
France,2020-05-02,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365,125394
France,2020-05-03,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585,130365
France,2020-05-04,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075,133585
France,2020-05-05,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084,146075
France,2020-05-06,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086,148084
France,2020-05-07,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011,148086
France,2020-05-08,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393,153011
France,2020-05-09,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168,155393
France,2020-05-10,177094,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980,158168
France,2020-05-11,177547,177094,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303,155980
France,2020-05-12,178349,177547,177094,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952,158303
France,2020-05-13,178184,178349,177547,177094,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644,159952
France,2020-05-14,178994,178184,178349,177547,177094,176782,176202,174918,174224,170687,169583,168925,168518,167305,167299,166543,169053,165963,162220,161644
United Kingdom,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
